Check failed for (fp80): x = -6.27690212187240689041; diff = 1.62630325872825665101e-19; -999/1000
Check failed for (fp80): x = -1.48283173249438240862; diff = 8.13151629364128325506e-20; -236/1000
Check failed for (fp80): x = -1.47026536188002323561; diff = 1.35525271560688054251e-19; -234/1000
Check failed for (fp80): x = -1.4639821765728436491; diff = 1.89735380184963275951e-19; -233/1000
Check failed for (fp80): x = -1.4514158059584844762; diff = 1.08420217248550443401e-19; -231/1000
Check failed for (fp80): x = -1.44513262065130488969; diff = 2.16840434497100886801e-19; -230/1000
Check failed for (fp80): x = -1.43884943534412530319; diff = 1.35525271560688054251e-19; -229/1000
Check failed for (fp80): x = -1.43256625003694571679; diff = 1.08420217248550443401e-19; -228/1000
Check failed for (fp80): x = -1.42628306472976613029; diff = 1.89735380184963275951e-19; -227/1000
Check failed for (fp80): x = -1.41999987942258654378; diff = 1.08420217248550443401e-19; -226/1000
Check failed for (fp80): x = -1.40743350880822737088; diff = 1.62630325872825665101e-19; -224/1000
Check failed for (fp80): x = -1.40115032350104778437; diff = 5.42101086242752217004e-20; -223/1000
Check failed for (fp80): x = -1.38858395288668861147; diff = 1.62630325872825665101e-19; -221/1000
Check failed for (fp80): x = -1.38230076757950902497; diff = 5.42101086242752217004e-20; -220/1000
Check failed for (fp80): x = -1.37601758227232943846; diff = 5.42101086242752217004e-20; -219/1000
Check failed for (fp80): x = -1.36973439696514985196; diff = 5.42101086242752217004e-20; -218/1000
Check failed for (fp80): x = -1.36345121165797026556; diff = 1.08420217248550443401e-19; -217/1000
Check failed for (fp80): x = -1.35716802635079067905; diff = 5.42101086242752217004e-20; -216/1000
Check failed for (fp80): x = -1.35088484104361109255; diff = 5.42101086242752217004e-20; -215/1000
Check failed for (fp80): x = -1.34460165573643150604; diff = 1.62630325872825665101e-19; -214/1000
Check failed for (fp80): x = -1.33203528512207233314; diff = 5.42101086242752217004e-20; -212/1000
Check failed for (fp80): x = -1.31946891450771316013; diff = 5.42101086242752217004e-20; -210/1000
Check failed for (fp80): x = -1.31318572920053357374; diff = 5.42101086242752217004e-20; -209/1000
Check failed for (fp80): x = -1.30061935858617440072; diff = 5.42101086242752217004e-20; -207/1000
Check failed for (fp80): x = -1.29433617327899481433; diff = 5.42101086242752217004e-20; -206/1000
Check failed for (fp80): x = -1.28176980266463564132; diff = 1.08420217248550443401e-19; -204/1000
Check failed for (fp80): x = -1.26920343205027646842; diff = 5.42101086242752217004e-20; -202/1000
Check failed for (fp80): x = -1.2503538761287377089; diff = 1.08420217248550443401e-19; -199/1000
Check failed for (fp80): x = -1.2440706908215581225; diff = 5.42101086242752217004e-20; -198/1000
Check failed for (fp80): x = -1.23150432020719894949; diff = 5.42101086242752217004e-20; -196/1000
Check failed for (fp80): x = -1.22522113490001936299; diff = 5.42101086242752217004e-20; -195/1000
Check failed for (fp80): x = -1.21893794959283977659; diff = 5.42101086242752217004e-20; -194/1000
Check failed for (fp80): x = -1.21265476428566019009; diff = 1.08420217248550443401e-19; -193/1000
Check failed for (fp80): x = -1.20637157897848060358; diff = 5.42101086242752217004e-20; -192/1000
Check failed for (fp80): x = -1.20008839367130101718; diff = 5.42101086242752217004e-20; -191/1000
Check failed for (fp80): x = -1.19380520836412143057; diff = 5.42101086242752217004e-20; -190/1000
Check failed for (fp80): x = -1.18752202305694184417; diff = 5.42101086242752217004e-20; -189/1000
Check failed for (fp80): x = -1.16867246713540308466; diff = 5.42101086242752217004e-20; -186/1000
Check failed for (fp80): x = -1.16238928182822349826; diff = 5.42101086242752217004e-20; -185/1000
Check failed for (fp80): x = -1.14982291121386432525; diff = 5.42101086242752217004e-20; -183/1000
Check failed for (fp80): x = -1.14353972590668473874; diff = 5.42101086242752217004e-20; -182/1000
Check failed for (fp80): x = -1.11840698467796639294; diff = 5.42101086242752217004e-20; -178/1000
Check failed for (fp80): x = -1.11212379937078680644; diff = 5.42101086242752217004e-20; -177/1000
Check failed for (fp80): x = -1.09327424344924804703; diff = 5.42101086242752217004e-20; -174/1000
Check failed for (fp80): x = -1.08699105814206846052; diff = 5.42101086242752217004e-20; -173/1000
Check failed for (fp80): x = -1.08070787283488887402; diff = 5.42101086242752217004e-20; -172/1000
Check failed for (fp80): x = -1.06814150222052970112; diff = 5.42101086242752217004e-20; -170/1000
Check failed for (fp80): x = -1.0492919462989909416; diff = 5.42101086242752217004e-20; -167/1000
Check failed for (fp80): x = -1.0430087609918113552; diff = 5.42101086242752217004e-20; -166/1000
Check failed for (fp80): x = -1.0367255756846317687; diff = 5.42101086242752217004e-20; -165/1000
Check failed for (fp80): x = -1.01787601976309300929; diff = 5.42101086242752217004e-20; -162/1000
Check failed for (fp80): x = -0.992743278534374663325; diff = 5.42101086242752217004e-20; -158/1000
Check failed for (fp80): x = -0.967610537305656317412; diff = 1.08420217248550443401e-19; -154/1000
Check failed for (fp80): x = -0.961327351998476730961; diff = 5.42101086242752217004e-20; -153/1000
Check failed for (fp80): x = -0.955044166691297144564; diff = 5.42101086242752217004e-20; -152/1000
Check failed for (fp80): x = -0.948760981384117558005; diff = 5.42101086242752217004e-20; -151/1000
Check failed for (fp80): x = -0.917345054848219625641; diff = 5.42101086242752217004e-20; -146/1000
Check failed for (fp80): x = -0.89849549892668086618; diff = 5.42101086242752217004e-20; -143/1000
Check failed for (fp80): x = -0.892212313619501279729; diff = 1.08420217248550443401e-19; -142/1000
Check failed for (fp80): x = -0.885929128312321693224; diff = 5.42101086242752217004e-20; -141/1000
Check failed for (fp80): x = -0.873362757697962520268; diff = 1.08420217248550443401e-19; -139/1000
Check failed for (fp80): x = -0.867079572390782933817; diff = 1.62630325872825665101e-19; -138/1000
Check failed for (fp80): x = -0.860796387083603347366; diff = 5.42101086242752217004e-20; -137/1000
Check failed for (fp80): x = -0.85451320177642376086; diff = 5.42101086242752217004e-20; -136/1000
Check failed for (fp80): x = -0.848230016469244174409; diff = 5.42101086242752217004e-20; -135/1000
Check failed for (fp80): x = -0.841946831162064587904; diff = 1.08420217248550443401e-19; -134/1000
Check failed for (fp80): x = -0.835663645854885001453; diff = 1.08420217248550443401e-19; -133/1000
Check failed for (fp80): x = -0.829380460547705414948; diff = 5.42101086242752217004e-20; -132/1000
Check failed for (fp80): x = -0.823097275240525828497; diff = 1.08420217248550443401e-19; -131/1000
Check failed for (fp80): x = -0.816814089933346241992; diff = 1.08420217248550443401e-19; -130/1000
Check failed for (fp80): x = -0.810530904626166655541; diff = 5.42101086242752217004e-20; -129/1000
Check failed for (fp80): x = -0.804247719318987069035; diff = 1.08420217248550443401e-19; -128/1000
Check failed for (fp80): x = -0.797964534011807482584; diff = 5.42101086242752217004e-20; -127/1000
Check failed for (fp80): x = -0.791681348704627896079; diff = 5.42101086242752217004e-20; -126/1000
Check failed for (fp80): x = -0.772831792783089136672; diff = 1.08420217248550443401e-19; -123/1000
Check failed for (fp80): x = -0.760265422168729963716; diff = 5.42101086242752217004e-20; -121/1000
Check failed for (fp80): x = -0.753982236861550377211; diff = 1.62630325872825665101e-19; -120/1000
Check failed for (fp80): x = -0.74769905155437079076; diff = 5.42101086242752217004e-20; -119/1000
Check failed for (fp80): x = -0.741415866247191204309; diff = 5.42101086242752217004e-20; -118/1000
Check failed for (fp80): x = -0.735132680940011617803; diff = 5.42101086242752217004e-20; -117/1000
Check failed for (fp80): x = -0.722566310325652444847; diff = 2.71050543121376108502e-19; -115/1000
Check failed for (fp80): x = -0.709999939711293271891; diff = 1.08420217248550443401e-19; -113/1000
Check failed for (fp80): x = -0.70371675440411368544; diff = 1.08420217248550443401e-19; -112/1000
Check failed for (fp80): x = -0.697433569096934098935; diff = 1.08420217248550443401e-19; -111/1000
Check failed for (fp80): x = -0.691150383789754512484; diff = 8.13151629364128325506e-20; -110/1000
Check failed for (fp80): x = -0.684867198482574925978; diff = 8.13151629364128325506e-20; -109/1000
Check failed for (fp80): x = -0.678584013175395339527; diff = 1.62630325872825665101e-19; -108/1000
Check failed for (fp80): x = -0.672300827868215753022; diff = 2.43945488809238497652e-19; -107/1000
Check failed for (fp80): x = -0.659734457253856580066; diff = 1.35525271560688054251e-19; -105/1000
Check failed for (fp80): x = -0.653451271946676993615; diff = 1.08420217248550443401e-19; -104/1000
Check failed for (fp80): x = -0.647168086639497407164; diff = 1.89735380184963275951e-19; -103/1000
Check failed for (fp80): x = -0.634601716025138234208; diff = 1.89735380184963275951e-19; -101/1000
Check failed for (fp80): x = -0.628318530717958647703; diff = 1.89735380184963275951e-19; -100/1000
Check failed for (fp80): x = -0.622035345410779061252; diff = 5.42101086242752217004e-20; -99/1000
Check failed for (fp80): x = -0.609468974796419888295; diff = 8.13151629364128325506e-20; -97/1000
Check failed for (fp80): x = -0.60318578948924030179; diff = 6.77626357803440271255e-20; -96/1000
Check failed for (fp80): x = -0.590619418874881128834; diff = 1.49077798716756859676e-19; -94/1000
Check failed for (fp80): x = -0.571769862953342369372; diff = 8.13151629364128325506e-20; -91/1000
Check failed for (fp80): x = -0.55920349233898319647; diff = 2.9137933385547931664e-19; -89/1000
Check failed for (fp80): x = -0.546637121724624023514; diff = 2.10064170919066484089e-19; -87/1000
Check failed for (fp80): x = -0.508938009881546504646; diff = 1.66018457661842866457e-19; -81/1000
Check failed for (fp80): x = -0.50265482457436691814; diff = 1.49077798716756859676e-19; -80/1000
Check failed for (fp80): x = -0.490088453960007745184; diff = 1.69406589450860067814e-19; -78/1000
Check failed for (fp80): x = -0.483805268652828158706; diff = 2.16840434497100886801e-19; -77/1000
Check failed for (fp80): x = -0.458672527424109812821; diff = 8.13151629364128325506e-20; -73/1000
Check failed for (fp80): x = -0.446106156809750639864; diff = 1.89735380184963275951e-19; -71/1000
Check failed for (fp80): x = -0.439822971502571053386; diff = 8.13151629364128325506e-20; -70/1000
Check failed for (fp80): x = -0.42725660088821188043; diff = 2.16840434497100886801e-19; -68/1000
Check failed for (fp80): x = -0.420973415581032293952; diff = 1.08420217248550443401e-19; -67/1000
Check failed for (fp80): x = -0.414690230273852707474; diff = 2.16840434497100886801e-19; -66/1000
Check failed for (fp80): x = -0.402123859659493534518; diff = 1.08420217248550443401e-19; -64/1000
Check failed for (fp80): x = -0.39584067435231394804; diff = 5.42101086242752217004e-20; -63/1000
Check failed for (fp80): x = -0.389557489045134361561; diff = 8.13151629364128325506e-20; -62/1000
Check failed for (fp80): x = -0.370707933123595602154; diff = 1.35525271560688054251e-19; -59/1000
Check failed for (fp80): x = -0.364424747816416015676; diff = 2.71050543121376108502e-19; -58/1000
Check failed for (fp80): x = -0.358141562509236429198; diff = 4.06575814682064162753e-19; -57/1000
Check failed for (fp80): x = -0.35185837720205684272; diff = 1.89735380184963275951e-19; -56/1000
Check failed for (fp80): x = -0.345575191894877256242; diff = 1.08420217248550443401e-19; -55/1000
Check failed for (fp80): x = -0.339292006587697669764; diff = 2.16840434497100886801e-19; -54/1000
Check failed for (fp80): x = -0.333008821280518083286; diff = 3.25260651745651330202e-19; -53/1000
Check failed for (fp80): x = -0.326725635973338496808; diff = 5.42101086242752217004e-20; -52/1000
Check failed for (fp80): x = -0.320442450666158910329; diff = 2.16840434497100886801e-19; -51/1000
Check failed for (fp80): x = -0.314159265358979323851; diff = 5.42101086242752217004e-20; -50/1000
Check failed for (fp80): x = -0.307876080051799737373; diff = 5.42101086242752217004e-20; -49/1000
Check failed for (fp80): x = -0.301592894744620150895; diff = 1.62630325872825665101e-19; -48/1000
Check failed for (fp80): x = -0.295309709437440564417; diff = 2.16840434497100886801e-19; -47/1000
Check failed for (fp80): x = -0.289026524130260977939; diff = 2.71050543121376108502e-19; -46/1000
Check failed for (fp80): x = -0.282743338823081391488; diff = 1.08420217248550443401e-19; -45/1000
Check failed for (fp80): x = -0.270176968208722218505; diff = 1.62630325872825665101e-19; -43/1000
Check failed for (fp80): x = -0.263893782901542632026; diff = 1.08420217248550443401e-19; -42/1000
Check failed for (fp80): x = -0.257610597594363045548; diff = 3.25260651745651330202e-19; -41/1000
Check failed for (fp80): x = -0.245044226980003872592; diff = 1.08420217248550443401e-19; -39/1000
Check failed for (fp80): x = -0.238761041672824286141; diff = 5.42101086242752217004e-20; -38/1000
Check failed for (fp80): x = -0.226194671058465113171; diff = 5.42101086242752217004e-20; -36/1000
Check failed for (fp80): x = -0.219911485751285526693; diff = 1.62630325872825665101e-19; -35/1000
Check failed for (fp80): x = -0.207345115136926353737; diff = 1.62630325872825665101e-19; -33/1000
Check failed for (fp80): x = -0.201061929829746767259; diff = 2.16840434497100886801e-19; -32/1000
Check failed for (fp80): x = -0.194778744522567180781; diff = 4.33680868994201773603e-19; -31/1000
Check failed for (fp80): x = -0.188495559215387594303; diff = 2.16840434497100886801e-19; -30/1000
Check failed for (fp80): x = -0.182212373908208007838; diff = 5.42101086242752217004e-20; -29/1000
Check failed for (fp80): x = -0.169646003293848834882; diff = 1.62630325872825665101e-19; -27/1000
Check failed for (fp80): x = -0.163362817986669248404; diff = 5.42101086242752217004e-20; -26/1000
Check failed for (fp80): x = -0.157079632679489661926; diff = 2.16840434497100886801e-19; -25/1000
Check failed for (fp80): x = -0.150796447372310075448; diff = 1.08420217248550443401e-19; -24/1000
Check failed for (fp80): x = -0.144513262065130488969; diff = 1.08420217248550443401e-19; -23/1000
Check failed for (fp80): x = -0.138230076757950902505; diff = 2.16840434497100886801e-19; -22/1000
Check failed for (fp80): x = -0.131946891450771316013; diff = 5.42101086242752217004e-20; -21/1000
Check failed for (fp80): x = -0.125663706143591729535; diff = 5.42101086242752217004e-20; -20/1000
Check failed for (fp80): x = -0.119380520836412143071; diff = 5.42101086242752217004e-20; -19/1000
Check failed for (fp80): x = -0.113097335529232556586; diff = 3.25260651745651330202e-19; -18/1000
Check failed for (fp80): x = -0.106814150222052970108; diff = 1.62630325872825665101e-19; -17/1000
Check failed for (fp80): x = -0.100530964914873383629; diff = 5.42101086242752217004e-20; -16/1000
Check failed for (fp80): x = -0.0942477796076937971513; diff = 3.25260651745651330202e-19; -15/1000
Check failed for (fp80): x = -0.08796459430051421068; diff = 1.08420217248550443401e-19; -14/1000
Check failed for (fp80): x = -0.0816814089933346242019; diff = 1.08420217248550443401e-19; -13/1000
Check failed for (fp80): x = -0.0753982236861550377238; diff = 1.08420217248550443401e-19; -12/1000
Check failed for (fp80): x = -0.0691150383789754512524; diff = 5.42101086242752217004e-20; -11/1000
Check failed for (fp80): x = -0.0628318530717958647675; diff = 5.42101086242752217004e-20; -10/1000
Check failed for (fp80): x = -0.0565486677646162782928; diff = 1.08420217248550443401e-19; -9/1000
Check failed for (fp80): x = -0.0502654824574366918147; diff = 2.71050543121376108502e-19; -8/1000
Check failed for (fp80): x = -0.04398229715025710534; diff = 3.79470760369926551903e-19; -7/1000
Check failed for (fp80): x = -0.0376991118430775188619; diff = 1.62630325872825665101e-19; -6/1000
Check failed for (fp80): x = -0.0314159265358979323838; diff = 1.08420217248550443401e-19; -5/1000
Check failed for (fp80): x = -0.0251327412287183459074; diff = 5.42101086242752217004e-20; -4/1000
Check failed for (fp80): x = -0.0188495559215387594309; diff = 3.79470760369926551903e-19; -3/1000
Check failed for (fp80): x = -0.0125663706143591729537; diff = 2.16840434497100886801e-19; -2/1000
Check failed for (fp80): x = -0.00628318530717958647684; diff = 1.08420217248550443401e-19; -1/1000
Check failed for (fp80): x = 0.00628318530717958647684; diff = 1.08420217248550443401e-19; 1/1000
Check failed for (fp80): x = 0.0125663706143591729537; diff = 2.16840434497100886801e-19; 2/1000
Check failed for (fp80): x = 0.0188495559215387594309; diff = 3.79470760369926551903e-19; 3/1000
Check failed for (fp80): x = 0.0251327412287183459074; diff = 5.42101086242752217004e-20; 4/1000
Check failed for (fp80): x = 0.0314159265358979323838; diff = 1.08420217248550443401e-19; 5/1000
Check failed for (fp80): x = 0.0376991118430775188619; diff = 1.62630325872825665101e-19; 6/1000
Check failed for (fp80): x = 0.04398229715025710534; diff = 3.79470760369926551903e-19; 7/1000
Check failed for (fp80): x = 0.0502654824574366918147; diff = 2.71050543121376108502e-19; 8/1000
Check failed for (fp80): x = 0.0565486677646162782928; diff = 1.08420217248550443401e-19; 9/1000
Check failed for (fp80): x = 0.0628318530717958647675; diff = 5.42101086242752217004e-20; 10/1000
Check failed for (fp80): x = 0.0691150383789754512524; diff = 5.42101086242752217004e-20; 11/1000
Check failed for (fp80): x = 0.0753982236861550377238; diff = 1.08420217248550443401e-19; 12/1000
Check failed for (fp80): x = 0.0816814089933346242019; diff = 1.08420217248550443401e-19; 13/1000
Check failed for (fp80): x = 0.08796459430051421068; diff = 1.08420217248550443401e-19; 14/1000
Check failed for (fp80): x = 0.0942477796076937971513; diff = 3.25260651745651330202e-19; 15/1000
Check failed for (fp80): x = 0.100530964914873383629; diff = 5.42101086242752217004e-20; 16/1000
Check failed for (fp80): x = 0.106814150222052970108; diff = 1.62630325872825665101e-19; 17/1000
Check failed for (fp80): x = 0.113097335529232556586; diff = 3.25260651745651330202e-19; 18/1000
Check failed for (fp80): x = 0.119380520836412143071; diff = 5.42101086242752217004e-20; 19/1000
Check failed for (fp80): x = 0.125663706143591729535; diff = 5.42101086242752217004e-20; 20/1000
Check failed for (fp80): x = 0.131946891450771316013; diff = 5.42101086242752217004e-20; 21/1000
Check failed for (fp80): x = 0.138230076757950902505; diff = 2.16840434497100886801e-19; 22/1000
Check failed for (fp80): x = 0.144513262065130488969; diff = 1.08420217248550443401e-19; 23/1000
Check failed for (fp80): x = 0.150796447372310075448; diff = 1.08420217248550443401e-19; 24/1000
Check failed for (fp80): x = 0.157079632679489661926; diff = 2.16840434497100886801e-19; 25/1000
Check failed for (fp80): x = 0.163362817986669248404; diff = 5.42101086242752217004e-20; 26/1000
Check failed for (fp80): x = 0.169646003293848834882; diff = 1.62630325872825665101e-19; 27/1000
Check failed for (fp80): x = 0.182212373908208007838; diff = 5.42101086242752217004e-20; 29/1000
Check failed for (fp80): x = 0.188495559215387594303; diff = 2.16840434497100886801e-19; 30/1000
Check failed for (fp80): x = 0.194778744522567180781; diff = 4.33680868994201773603e-19; 31/1000
Check failed for (fp80): x = 0.201061929829746767259; diff = 2.16840434497100886801e-19; 32/1000
Check failed for (fp80): x = 0.207345115136926353737; diff = 1.62630325872825665101e-19; 33/1000
Check failed for (fp80): x = 0.219911485751285526693; diff = 1.62630325872825665101e-19; 35/1000
Check failed for (fp80): x = 0.226194671058465113171; diff = 5.42101086242752217004e-20; 36/1000
Check failed for (fp80): x = 0.238761041672824286141; diff = 5.42101086242752217004e-20; 38/1000
Check failed for (fp80): x = 0.245044226980003872592; diff = 1.08420217248550443401e-19; 39/1000
Check failed for (fp80): x = 0.257610597594363045548; diff = 3.25260651745651330202e-19; 41/1000
Check failed for (fp80): x = 0.263893782901542632026; diff = 1.08420217248550443401e-19; 42/1000
Check failed for (fp80): x = 0.270176968208722218505; diff = 1.62630325872825665101e-19; 43/1000
Check failed for (fp80): x = 0.282743338823081391488; diff = 1.08420217248550443401e-19; 45/1000
Check failed for (fp80): x = 0.289026524130260977939; diff = 2.71050543121376108502e-19; 46/1000
Check failed for (fp80): x = 0.295309709437440564417; diff = 2.16840434497100886801e-19; 47/1000
Check failed for (fp80): x = 0.301592894744620150895; diff = 1.62630325872825665101e-19; 48/1000
Check failed for (fp80): x = 0.307876080051799737373; diff = 5.42101086242752217004e-20; 49/1000
Check failed for (fp80): x = 0.314159265358979323851; diff = 5.42101086242752217004e-20; 50/1000
Check failed for (fp80): x = 0.320442450666158910329; diff = 2.16840434497100886801e-19; 51/1000
Check failed for (fp80): x = 0.326725635973338496808; diff = 5.42101086242752217004e-20; 52/1000
Check failed for (fp80): x = 0.333008821280518083286; diff = 3.25260651745651330202e-19; 53/1000
Check failed for (fp80): x = 0.339292006587697669764; diff = 2.16840434497100886801e-19; 54/1000
Check failed for (fp80): x = 0.345575191894877256242; diff = 1.08420217248550443401e-19; 55/1000
Check failed for (fp80): x = 0.35185837720205684272; diff = 1.89735380184963275951e-19; 56/1000
Check failed for (fp80): x = 0.358141562509236429198; diff = 4.06575814682064162753e-19; 57/1000
Check failed for (fp80): x = 0.364424747816416015676; diff = 2.71050543121376108502e-19; 58/1000
Check failed for (fp80): x = 0.370707933123595602154; diff = 1.35525271560688054251e-19; 59/1000
Check failed for (fp80): x = 0.389557489045134361561; diff = 8.13151629364128325506e-20; 62/1000
Check failed for (fp80): x = 0.39584067435231394804; diff = 5.42101086242752217004e-20; 63/1000
Check failed for (fp80): x = 0.402123859659493534518; diff = 1.08420217248550443401e-19; 64/1000
Check failed for (fp80): x = 0.414690230273852707474; diff = 2.16840434497100886801e-19; 66/1000
Check failed for (fp80): x = 0.420973415581032293952; diff = 1.08420217248550443401e-19; 67/1000
Check failed for (fp80): x = 0.42725660088821188043; diff = 2.16840434497100886801e-19; 68/1000
Check failed for (fp80): x = 0.439822971502571053386; diff = 8.13151629364128325506e-20; 70/1000
Check failed for (fp80): x = 0.446106156809750639864; diff = 1.89735380184963275951e-19; 71/1000
Check failed for (fp80): x = 0.458672527424109812821; diff = 8.13151629364128325506e-20; 73/1000
Check failed for (fp80): x = 0.483805268652828158706; diff = 2.16840434497100886801e-19; 77/1000
Check failed for (fp80): x = 0.490088453960007745184; diff = 1.69406589450860067814e-19; 78/1000
Check failed for (fp80): x = 0.50265482457436691814; diff = 1.49077798716756859676e-19; 80/1000
Check failed for (fp80): x = 0.508938009881546504646; diff = 1.66018457661842866457e-19; 81/1000
Check failed for (fp80): x = 0.546637121724624023514; diff = 2.10064170919066484089e-19; 87/1000
Check failed for (fp80): x = 0.55920349233898319647; diff = 2.9137933385547931664e-19; 89/1000
Check failed for (fp80): x = 0.571769862953342369372; diff = 8.13151629364128325506e-20; 91/1000
Check failed for (fp80): x = 0.590619418874881128834; diff = 1.49077798716756859676e-19; 94/1000
Check failed for (fp80): x = 0.60318578948924030179; diff = 6.77626357803440271255e-20; 96/1000
Check failed for (fp80): x = 0.609468974796419888295; diff = 8.13151629364128325506e-20; 97/1000
Check failed for (fp80): x = 0.622035345410779061252; diff = 5.42101086242752217004e-20; 99/1000
Check failed for (fp80): x = 0.628318530717958647703; diff = 1.89735380184963275951e-19; 100/1000
Check failed for (fp80): x = 0.634601716025138234208; diff = 1.89735380184963275951e-19; 101/1000
Check failed for (fp80): x = 0.647168086639497407164; diff = 1.89735380184963275951e-19; 103/1000
Check failed for (fp80): x = 0.653451271946676993615; diff = 1.08420217248550443401e-19; 104/1000
Check failed for (fp80): x = 0.659734457253856580066; diff = 1.35525271560688054251e-19; 105/1000
Check failed for (fp80): x = 0.672300827868215753022; diff = 2.43945488809238497652e-19; 107/1000
Check failed for (fp80): x = 0.678584013175395339527; diff = 1.62630325872825665101e-19; 108/1000
Check failed for (fp80): x = 0.684867198482574925978; diff = 8.13151629364128325506e-20; 109/1000
Check failed for (fp80): x = 0.691150383789754512484; diff = 8.13151629364128325506e-20; 110/1000
Check failed for (fp80): x = 0.697433569096934098935; diff = 1.08420217248550443401e-19; 111/1000
Check failed for (fp80): x = 0.70371675440411368544; diff = 1.08420217248550443401e-19; 112/1000
Check failed for (fp80): x = 0.709999939711293271891; diff = 1.08420217248550443401e-19; 113/1000
Check failed for (fp80): x = 0.722566310325652444847; diff = 2.71050543121376108502e-19; 115/1000
Check failed for (fp80): x = 0.735132680940011617803; diff = 5.42101086242752217004e-20; 117/1000
Check failed for (fp80): x = 0.741415866247191204309; diff = 5.42101086242752217004e-20; 118/1000
Check failed for (fp80): x = 0.74769905155437079076; diff = 5.42101086242752217004e-20; 119/1000
Check failed for (fp80): x = 0.753982236861550377211; diff = 1.62630325872825665101e-19; 120/1000
Check failed for (fp80): x = 0.760265422168729963716; diff = 5.42101086242752217004e-20; 121/1000
Check failed for (fp80): x = 0.772831792783089136672; diff = 1.08420217248550443401e-19; 123/1000
Check failed for (fp80): x = 0.791681348704627896079; diff = 5.42101086242752217004e-20; 126/1000
Check failed for (fp80): x = 0.797964534011807482584; diff = 5.42101086242752217004e-20; 127/1000
Check failed for (fp80): x = 0.804247719318987069035; diff = 1.08420217248550443401e-19; 128/1000
Check failed for (fp80): x = 0.810530904626166655541; diff = 5.42101086242752217004e-20; 129/1000
Check failed for (fp80): x = 0.816814089933346241992; diff = 1.08420217248550443401e-19; 130/1000
Check failed for (fp80): x = 0.823097275240525828497; diff = 1.08420217248550443401e-19; 131/1000
Check failed for (fp80): x = 0.829380460547705414948; diff = 5.42101086242752217004e-20; 132/1000
Check failed for (fp80): x = 0.835663645854885001453; diff = 1.08420217248550443401e-19; 133/1000
Check failed for (fp80): x = 0.841946831162064587904; diff = 1.08420217248550443401e-19; 134/1000
Check failed for (fp80): x = 0.848230016469244174409; diff = 5.42101086242752217004e-20; 135/1000
Check failed for (fp80): x = 0.85451320177642376086; diff = 5.42101086242752217004e-20; 136/1000
Check failed for (fp80): x = 0.860796387083603347366; diff = 5.42101086242752217004e-20; 137/1000
Check failed for (fp80): x = 0.867079572390782933817; diff = 1.62630325872825665101e-19; 138/1000
Check failed for (fp80): x = 0.873362757697962520268; diff = 1.08420217248550443401e-19; 139/1000
Check failed for (fp80): x = 0.885929128312321693224; diff = 5.42101086242752217004e-20; 141/1000
Check failed for (fp80): x = 0.892212313619501279729; diff = 1.08420217248550443401e-19; 142/1000
Check failed for (fp80): x = 0.89849549892668086618; diff = 5.42101086242752217004e-20; 143/1000
Check failed for (fp80): x = 0.917345054848219625641; diff = 5.42101086242752217004e-20; 146/1000
Check failed for (fp80): x = 0.948760981384117558005; diff = 5.42101086242752217004e-20; 151/1000
Check failed for (fp80): x = 0.955044166691297144564; diff = 5.42101086242752217004e-20; 152/1000
Check failed for (fp80): x = 0.961327351998476730961; diff = 5.42101086242752217004e-20; 153/1000
Check failed for (fp80): x = 0.967610537305656317412; diff = 1.08420217248550443401e-19; 154/1000
Check failed for (fp80): x = 0.992743278534374663325; diff = 5.42101086242752217004e-20; 158/1000
Check failed for (fp80): x = 1.01787601976309300929; diff = 5.42101086242752217004e-20; 162/1000
Check failed for (fp80): x = 1.0367255756846317687; diff = 5.42101086242752217004e-20; 165/1000
Check failed for (fp80): x = 1.0430087609918113552; diff = 5.42101086242752217004e-20; 166/1000
Check failed for (fp80): x = 1.0492919462989909416; diff = 5.42101086242752217004e-20; 167/1000
Check failed for (fp80): x = 1.06814150222052970112; diff = 5.42101086242752217004e-20; 170/1000
Check failed for (fp80): x = 1.08070787283488887402; diff = 5.42101086242752217004e-20; 172/1000
Check failed for (fp80): x = 1.08699105814206846052; diff = 5.42101086242752217004e-20; 173/1000
Check failed for (fp80): x = 1.09327424344924804703; diff = 5.42101086242752217004e-20; 174/1000
Check failed for (fp80): x = 1.11212379937078680644; diff = 5.42101086242752217004e-20; 177/1000
Check failed for (fp80): x = 1.11840698467796639294; diff = 5.42101086242752217004e-20; 178/1000
Check failed for (fp80): x = 1.14353972590668473874; diff = 5.42101086242752217004e-20; 182/1000
Check failed for (fp80): x = 1.14982291121386432525; diff = 5.42101086242752217004e-20; 183/1000
Check failed for (fp80): x = 1.16238928182822349826; diff = 5.42101086242752217004e-20; 185/1000
Check failed for (fp80): x = 1.16867246713540308466; diff = 5.42101086242752217004e-20; 186/1000
Check failed for (fp80): x = 1.18752202305694184417; diff = 5.42101086242752217004e-20; 189/1000
Check failed for (fp80): x = 1.19380520836412143057; diff = 5.42101086242752217004e-20; 190/1000
Check failed for (fp80): x = 1.20008839367130101718; diff = 5.42101086242752217004e-20; 191/1000
Check failed for (fp80): x = 1.20637157897848060358; diff = 5.42101086242752217004e-20; 192/1000
Check failed for (fp80): x = 1.21265476428566019009; diff = 1.08420217248550443401e-19; 193/1000
Check failed for (fp80): x = 1.21893794959283977659; diff = 5.42101086242752217004e-20; 194/1000
